"Accessions","Family_Name","Longitude_lan","Latitude_lan"
"IS33973","Pidgin",80.165,13.05
"IS33984","Dravidian",76.1198,13.5878
"IS34008","Dravidian",79.2534,15.8787
"IS34017","Indo-European",74.59014,22.58346
"IS34029","Indo-European",74.59014,22.58346
"IS34035","Indo-European",75.562,23.488
"IS34067","Indo-European",75.562,23.488
"IS34083","Bookkeeping",74.5977,23.7425
"IS34139","Indo-European",75.233,21.937
"IS34150","Indo-European",76.1264,22.1263
"IS34219","Austroasiatic",82.984,18.6076
"IS34226","Atlantic-Congo",27.401,-21.2887
"IS3457","Nilotic",33.47628,3.86298
"IS34778","Atlantic-Congo",14.606865,4.800365
"IS34781","Atlantic-Congo",15.2569,5.9503
"IS34814","Atlantic-Congo",16.4643,5.9879
"IS34840","Central Sudanic",16.0193,7.78997
"IS34851","Atlantic-Congo",15.2207,7.05641
"IS34860","Central Sudanic",16.7344,7.64972
"IS34895","Atlantic-Congo",20.9827,6.21563
"IS34901","Atlantic-Congo",17.645,6.61896
"IS34906","Atlantic-Congo",17.3887,5.28183
"IS34908","Atlantic-Congo",17.3887,5.28183
"IS34909","Atlantic-Congo",18.7935,6.51218
"IS34913","Atlantic-Congo",18.7935,6.51218
"IS34928","Central Sudanic",18.55852,7.49943
"IS34938","Atlantic-Congo",19.347,6.544
"IS34939","Central Sudanic",18.55852,7.49943
"IS34947","Atlantic-Congo",20.1702,6.78584
"IS34954","Central Sudanic",23.6166,8.04124
"IS34965","Atlantic-Congo",20.1702,6.78584
"IS34976","Atlantic-Congo",19.0091,4.5585
"IS35170","Atlantic-Congo",27.401,-21.2887
"IS35214","Unattested",72.8929,30.611
"IS35215","Unattested",72.8929,30.611
"IS35218","Unattested",72.8929,30.611
"IS35222","Indo-European",72.6838,28.7364
"IS35225","Indo-European",71.906,29.5534
"IS35229","Dravidian",66.56,29.04
"IS35230","Indo-European",71.5671,28.3242
"IS35231","Indo-European",71.5671,28.3242
"IS35239","Indo-European",70.2828,30.4799
"IS35240","Indo-European",70.2828,30.4799
"IS35244","Indo-European",70.2828,30.4799
"IS35246","Indo-European",72.1702,33.2122
"IS35250","Indo-European",72.1702,33.2122
"IS35254","Indo-European",72.1702,33.2122
"IS35255","Indo-European",73.8071,33.6424
"IS35427","Atlantic-Congo",31.3493,0.95294
"IS35471","Atlantic-Congo",24.8867,-17.5696
"IS35475","Atlantic-Congo",24.43151,-17.72372
"IS35478","Atlantic-Congo",22.5026,-17.6827
"IS35480","Atlantic-Congo",20.6678,-18.1681
"IS35483","Atlantic-Congo",19.256,-17.9026
"IS35503","Kxa",18.1864,-18.2675
"IS35506","Atlantic-Congo",19.256,-17.9026
"IS35507","Kxa",20.7673,-19.688
"IS35509","Khoe-Kwadi",17.0299,-19.7637
"IS35510","Kxa",18.1864,-18.2675
"IS35522","Atlantic-Congo",13.4424,-17.2958
"IS35526","Atlantic-Congo",15.7294,-18.0339
"IS35553","Atlantic-Congo",16.027517,-17.578884
"IS35567","Atlantic-Congo",17.35,-17.22
"IS35570","Atlantic-Congo",17.35,-17.22
"IS35574","Atlantic-Congo",16.027517,-17.578884
"IS35579","Atlantic-Congo",16.58,-17.7176
"IS35602","Atlantic-Congo",13.4424,-17.2958
"IS35604","Atlantic-Congo",13.4424,-17.2958
"IS3582","Afro-Asiatic",33.3179,17.8021
"IS36052","Dravidian",78.7024,16.4529
"IS36058","Indo-European",79.5153,16.4708
"IS36060","Dravidian",78.7024,16.4529
"IS36081","Dravidian",78.7024,16.4529
"IS36088","Dravidian",80.2,18.75
"IS36100","Indo-European",73.287713,18.20687
"IS36239","Indo-European",77.9427,9.99172
"IS36247","Dravidian",78.825989,10.520219
"IS36317","Dravidian",76.1198,13.5878
"IS36324","Indo-European",76.9717,16.5734
"IS36329","Indo-European",76.9717,16.5734
"IS36336","Indo-European",76.9717,16.5734
"IS36342","Indo-European",76.9717,16.5734
"IS36398","Indo-European",79.5335,12.215
"IS36401","Dravidian",79.95209,12.70645
"IS36403","Indo-European",79.5335,12.215
"IS36404","Indo-European",79.5335,12.215
"IS36450","Indo-European",80.0171,29.5622
"IS36452","Dravidian",77.093,8.45063
"IS37124","Atlantic-Congo",25.814035,-17.309869
"IS37125","Atlantic-Congo",24.7649,-14.8513
"IS37127","Atlantic-Congo",25.814035,-17.309869
"IS37128","Atlantic-Congo",24.3751,-16.9575
"IS37129","Atlantic-Congo",24.3751,-16.9575
"IS37133","Atlantic-Congo",22.6455,-15.7434
"IS37134","Atlantic-Congo",22.67,-15.01
"IS37135","Atlantic-Congo",22.2437,-14.0648
"IS37136","Khoe-Kwadi",22.599835,-16.59051
"IS37140","Atlantic-Congo",22.67,-15.01
"IS37146","Atlantic-Congo",20.6678,-18.1681
"IS37203","Sign Language",77.107525,16.843564
"IS37234","Indo-European",76.9717,16.5734
"IS37569","Afro-Asiatic",42.1332,9.30485
"IS37746","Blue Nile Mao",34.6522,9.82554
"IS37978","Afro-Asiatic",42.1332,9.30485
"IS38021","Ta-Ne-Omotic",35.9498,7.74852
"IS38026","Afro-Asiatic",38.8352,12.4479
"IS38159","Afro-Asiatic",41.8083,12.2281
"IS38683","Afro-Asiatic",38.8352,12.4479
"IS39453","Afro-Asiatic",38.8352,12.4479
"IS39462","Sign Language",38.8534,8.9761
"IS39463","Unattested",35.63369,11.94153
"IS39474","Blue Nile Mao",34.60448,9.38875
"IS39496","Afro-Asiatic",37.7577,7.57377
"IS39525","Afro-Asiatic",36.6916,10.9819
"IS39672","Afro-Asiatic",9.71748,9.69441
"IS39677","Atlantic-Congo",10.5872,8.64125
"IS39713","Atlantic-Congo",8.47328,8.95791
"IS39764","Atlantic-Congo",5.07897,11.8081
"IS39778","Atlantic-Congo",5.07897,11.8081
"IS39780","Afro-Asiatic",13.61,11.77
"IS39783","Atlantic-Congo",4.88739,9.60496
"IS39791","Atlantic-Congo",5.07897,11.8081
"IS39797","Afro-Asiatic",12.360552,12.188285
"IS39810","Bookkeeping",12.8757,9.76068
"IS39814","Afro-Asiatic",11.4953,10.7074
"IS39815","Afro-Asiatic",12.902,10.8977
"IS39819","Afro-Asiatic",11.9035,11.5007
"IS39913","Atlantic-Congo",31.3493,0.95294
"IS39915","Atlantic-Congo",32.15153,0.66884
"IS40005","Sign Language",32.4829,0.2475
"IS4003","Indo-European",76.0432,29.0166
"IS40033","Atlantic-Congo",8.96594,7.83859
"IS40034","Atlantic-Congo",8.52085,8.34986
"IS40036","Sign Language",4.72799,7.78559
"IS40215","Indo-European",74.2098,15.2732
"IS40272","Indo-European",74.2098,15.2732
"IS40306","Dravidian",76.1198,13.5878
"IS40307","Dravidian",76.1198,13.5878
"IS40324","Dravidian",76.1198,13.5878
"IS40325","Dravidian",76.1198,13.5878
"IS40329","Dravidian",76.1198,13.5878
"IS40373","Sign Language",32.4829,0.2475
"IS4064","Indo-European",76.198,26.473
"IS40729","Bookkeeping",74.438,20.625
"IS40730","Bookkeeping",74.438,20.625
"IS40757","Indo-European",75.38,19.48
"IS40771","Dravidian",77.1673,19.8838
"IS40791","Bookkeeping",73.5713,20.5657
"IS40803","Indo-European",74.9104,18.3068
"IS40819","Indo-European",74.71,19.18
"IS40822","Indo-European",74.71,19.18
"IS40824","Indo-European",74.71,19.18
"IS40841","Indo-European",75,18
"IS4127","Indo-European",74.7355,25.6999
"IS4207","Indo-European",75.8366,24.8546
"IS4246","Bookkeeping",80.9619,24.0622
"IS4248","Indo-European",81.3742,20.3081
"IS4254","Indo-European",76.1264,22.1263
"IS4269","Austroasiatic",77.5541,21.8358
"IS4277","Austroasiatic",84.1907,22.5904
"IS4307","Unattested",75.8519,25.5399
"IS4308","Indo-European",77,25
"IS4332","Indo-European",78.2187,25.8583
"IS4339","Indo-European",78.97,26.61
"IS4347","Indo-European",78.0813,26.4758
"IS4378","Indo-European",77,25
"IS4405","Indo-European",78.9542,24.8982
"IS4489","Bookkeeping",74.5977,23.7425
"IS4543","Indo-European",75.717,18.5919
"IS4734","Indo-European",71.0962,22.687
"IS4758","Indo-European",71.0962,22.687
"IS4788","Indo-European",71.0962,22.687
"IS4798","Indo-European",73.218,21.5161
"IS4809","Indo-European",73.186,22.309
"IS4855","Indo-European",73.1426,24.0712
"IS5125","Dravidian",79.2534,15.8787
"IS5134","Dravidian",80.7807,16.1026
"IS5139","Indo-European",79.5153,16.4708
"IS5158","Dravidian",81.9748,17.3702
"IS5166","Dravidian",83.378,18.276
"IS5177","Bookkeeping",84.1414,18.7302
"IS5194","Dravidian",81.2096,17.6772
"IS5219","Dravidian",78.7024,16.4529
"IS5233","Dravidian",78.5936,19.6908
"IS5257","Indo-European",77.7156,19.4734
"IS5282","Dravidian",78.7024,16.4529
"IS5313","Dravidian",83.6749,20.0962
"IS5325","Indo-European",83.799,22.245
"IS5326","Austroasiatic",84.4712,22.0122
"IS5328","Indo-European",84.9463,20.8954
"IS5335","Indo-European",84.9463,20.8954
"IS5339","Austroasiatic",85.804,22.552
"IS5348","Austroasiatic",86.7445,22.1698
"IS5404","Indo-European",79.5335,12.215
"IS5409","Dravidian",78.825989,10.520219
"IS5456","Dravidian",76.5586,10.4468
"IS5464","Dravidian",76.485573,9.594709
"IS5469","Dravidian",74.86354,13.64667
"IS5491","Dravidian",75.82,13.244
"IS5499","Dravidian",77.2211,11.9458
"IS5689","Austroasiatic",83.8454,23.5757
"IS5788","Indo-European",78.9542,24.8982
"IS5804","Indo-European",78.9542,24.8982
"IS5815","Indo-European",78.2187,25.8583
"IS5818","Bookkeeping",80.842,22.7174
"IS5824","Dravidian",82.9615,23.7062
"IS5832","Indo-European",81.9101,20.5342
"IS5839","Bookkeeping",80.842,22.7174
"IS5855","Unattested",79.7773,22.1666
"IS5900","Indo-European",83.1071,22.3429
"IS5928","Indo-European",82.251,24.5271
"IS5980","Bookkeeping",80.9619,24.0622
"IS5995","Indo-European",78.9542,24.8982
"IS6004","Indo-European",75.1972,33.24364
"IS6024","Indo-European",75.06,31.4
"IS6035","Indo-European",75.6702,30.0368
"IS6095","Indo-European",78.97,26.61
"IS6099","Indo-European",79.2883,27.1074
"IS6106","Sign Language",79.6787,27.5186
"IS6116","Indo-European",82.4663,27.5907
"IS6146","Unattested",82.297,24.5024
"IS6150","Indo-European",82.251,24.5271
"IS6152","Indo-European",85.3335,25.0915
"IS6165","Indo-European",81.7761,27.8834
"IS6169","Indo-European",76.0432,29.0166
"IS6191","Sign Language",79.6787,27.5186
"IS6192","Indo-European",80.8931,28.5867
"IS6203","Indo-European",79.4233,29.0853
"IS6206","Indo-European",82.4663,27.5907
"IS6208","Indo-European",82.4663,27.5907
"IS6210","Unattested",75.8519,25.5399
"IS6215","Indo-European",76.0432,29.0166
"IS6222","Indo-European",79.4233,29.0853
"IS6227","Indo-European",79.0686,29.8692
"IS6230","Indo-European",85.7966,23.447
"IS6236","Sign Language",88.394224,22.606042
"IS6243","Sign Language",88.394224,22.606042
"IS6245","Austroasiatic",87.479,23.234
"IS6249","Austroasiatic",87.479,23.234
"IS6255","Austroasiatic",86.7445,22.1698
"IS6259","Austroasiatic",88.337,24.5318
"IS6266","Sino-Tibetan",88.975,26.67
"IS6276","Indo-European",77.144,31.016
"IS6282","Indo-European",75.6702,30.0368
"IS6294","Indo-European",75.6702,30.0368
"IS6321","Indo-European",76.0432,29.0166
"IS6329","Indo-European",77.9084,30.5587
"IS6331","Indo-European",75.6702,30.0368
"IS7069","Afro-Asiatic",33.3179,17.8021
"IS7304","Afro-Asiatic",11.2108,12.0048
"IS7312","Afro-Asiatic",11.3367,12.803
"IS7343","Afro-Asiatic",11.0178,12.1051
"IS7348","Afro-Asiatic",11.3367,12.803
"IS7360","Afro-Asiatic",11.0178,12.1051
"IS7367","Sign Language",3.16664,6.49997
"IS7386","Atlantic-Congo",11.2712,10.0602
"IS7389","Afro-Asiatic",10.11454,9.49679
"IS7403","Atlantic-Congo",9.74302,7.02128
"IS7408","Atlantic-Congo",9.44447,7.75865
"IS7411","Atlantic-Congo",7.71639,7.97915
"IS7418","Atlantic-Congo",8.20974,4.68739
"IS7419","Atlantic-Congo",10.2006,6.9415
"IS7424","Atlantic-Congo",11.9603,8.4809
"IS7428","Atlantic-Congo",7.97913,9.05454
"IS7447","Songhay",3.49109,11.6682
"IS7469","Atlantic-Congo",6.01979,7.52206
"IS7480","Atlantic-Congo",9.36028,6.4491
"IS7486","Atlantic-Congo",7.17974,7.34325
"IS7490","Afro-Asiatic",10.6557,12.789
"IS7492","Unattested",14,12.25
"IS7506","Atlantic-Congo",8.27362,6.95522
"IS7508","Atlantic-Congo",6.79456,10.1487
"IS7535","Atlantic-Congo",4.8387,11.5319
"IS7643","Atlantic-Congo",6.3731,9.0611
"IS7689","Atlantic-Congo",5.26544,11.4653
"IS7696","Atlantic-Congo",6.61686,10.2077
"IS7702","Atlantic-Congo",5.7261,10.8083
"IS7704","Atlantic-Congo",6.58105,9.94207
"IS7763","Atlantic-Congo",7.06183,8.15516
"IS7773","Unattested",8.09838,10.5776
"IS7792","Atlantic-Congo",10.9499,7.25555
"IS7802","Afro-Asiatic",9.63992,11.0119
"IS7806","Atlantic-Congo",6.48559,5.78892
"IS7812","Atlantic-Congo",7.21391,9.1006
"IS7825","Atlantic-Congo",7.59566,9.40519
"IS7834","Atlantic-Congo",8.90959,5.54442
"IS7835","Atlantic-Congo",11.2952,8.81345
"IS7836","Atlantic-Congo",6.59202,6.4974
"IS7843","Atlantic-Congo",5.40031,9.18404
"IS7845","Atlantic-Congo",3.67225,7.15345
"IS7849","Mande",3.80058,9.52724
"IS7887","Atlantic-Congo",4.62395,10.77046
"IS7892","Atlantic-Congo",6.3146,5.00894
"IS7920","Pidgin",8.615,12.584
"IS7923","Atlantic-Congo",5.07897,11.8081
"IS7948","Mande",4.41464,11.2752
"IS7995","Atlantic-Congo",5.26544,11.4653
"IS8310","Indo-European",69.9423,24.486
"IS8861","Atlantic-Congo",35.8035,-2.19303
"IS9115","Atlantic-Congo",31.4846,-1.70878
"IS9720","Tamaic",22.69,14.16
"IS14719","Ta-Ne-Omotic",37.5554,6.25237
"IS17941","Indo-European",76.198,26.473
"IS17980","Indo-European",77,20
"IS18948","Indo-European",77.56,27.46
"IS19859","Indo-European",78.9542,24.8982
"IS19975","Indo-European",-15.33254,13.2335066667
"IS21083","Atlantic-Congo",34.6166,0.07523
"IS21512","Atlantic-Congo",34.991,-16.6183
"IS21645","Atlantic-Congo",34.991,-16.6183
"IS2205","Indo-European",76.947,27.736
"IS22239","Atlantic-Congo",24.7587,-24.368
"IS22609","Indo-European",81.2618,6.97396
"IS22720","Afro-Asiatic",43.6182,3.22288
"IS22799","Afro-Asiatic",45.152856,4.778704
"IS22986","Narrow Talodi",30.4815,10.6453
"IS23216","Atlantic-Congo",31.3544,-15.3946
"IS23514","Surmic",34.563102,8.216287
"IS23521","Surmic",34.563102,8.216287
"IS23579","Surmic",34.563102,8.216287
"IS23586","Surmic",34.563102,8.216287
"IS23644","Indo-European",-15.33254,13.2335066667
"IS23684","Atlantic-Congo",37.2437,-16.0381
"IS24348","Indo-European",74.827,21.43
"IS25548","Atlantic-Congo",28.8624,-1.99975
"IS25732","Mande",-9.96404,14.0546
"IS25836","Mande",-9.96404,14.0546
"IS25989","Atlantic-Congo",-6.37129,10.4867
"IS26025","Atlantic-Congo",-5.87709,11.632
"IS26222","Atlantic-Congo",0.159565,10.9496
"IS27557","Atlantic-Congo",-2.59229,12.4305
"IS27697","Atlantic-Congo",-12.3331,8.90294
"IS27887","Atlantic-Congo",29.4718,-24.7993
"IS27912","Tuu",30.4028,-26.3407
"IS29091","Afro-Asiatic",45,15
"IS29100","Sign Language",44.200281,15.354531
"IS29187","Atlantic-Congo",31.5,-26
"IS29233","Tuu",30.4028,-26.3407
"IS29358","Sign Language",27.50772,-29.36985
"IS29392","Sign Language",27.50772,-29.36985
"IS29441","Atlantic-Congo",27.94815,-30.42311
"IS29468","Atlantic-Congo",27.94815,-30.42311
"IS29565","Sign Language",27.50772,-29.36985
"IS29689","Atlantic-Congo",33.1739,-20.1239
"IS29714","Atlantic-Congo",33.1739,-20.1239
"IS29733","Indo-European",30,-22
"IS29772","Atlantic-Congo",32.8052,-18.1927
"IS29950","Indo-European",30,-22
"IS30079","Khoe-Kwadi",26.9638,-19.7974
"IS30092","Atlantic-Congo",27.401,-21.2887
"IS30231","Sign Language",31.0216,-17.9128
"IS30572","Sign Language",14.315833,10.597222
"IS30838","Afro-Asiatic",13.5657,10.1414
"IS31043","Kuliak",33.73651,3.4997
"IS31186","Nilotic",33.2116,1.74748
"IS31446","Atlantic-Congo",29.8696,0.32395
"IS31557","Atlantic-Congo",30.4894,-3.77873
"IS31706","Afro-Asiatic",45.6411,13.6555
"IS31714","Sign Language",44.200281,15.354531
"IS32245","Sign Language",44.200281,15.354531
"IS32349","Indo-European",82.24055,19.26078
"IS32439","Bookkeeping",86.7694,25.0461
"IS32754","Afro-Asiatic",44.6862,2.29633
"IS33023","Atlantic-Congo",32.94452,-5.08559
"IS33844","Dravidian",76.0003,18.3859
"IS4060","Indo-European",77.56,27.46
"IS4092","Indo-European",76.198,26.473
"IS4360","Unclassifiable",77.2213,25.2977
"IS4372","Indo-European",75.562,23.488
"IS4515","Indo-European",75.38,19.48
"IS4581","Dravidian",76.0003,18.3859
"IS4698","Indo-European",73.994,18.404
"IS5094","Dravidian",76.1198,13.5878
"IS5295","Dravidian",83.6749,20.0962
"IS5301","Austroasiatic",84.19,19.1213
"IS5386","Dravidian",76.8007,10.8519
"IS5667","Indo-European",74.2098,15.2732
"IS5919","Bookkeeping",81.33599,23.43055
"IS7305","Saharan",13.13,11.8
"IS7310","Afro-Asiatic",11.2322,11.4839
"IS7679","Atlantic-Congo",12.416214,9.006331
"IS7957","Mande",4.41464,11.2752
"IS8777","Atlantic-Congo",32.4179,1.41726
"IS8916","Atlantic-Congo",34.0335,0.3652
"IS9108","Afro-Asiatic",34.7552,-0.183215
"IS10876","Atlantic-Congo",8.3082,9.75568
"IS1398","Kadugli-Krongo",30.003,10.514
"IS14449","Unattested",35.63369,11.94153
"IS14478","Nilotic",32.3829,8.13911
"IS14556","Afro-Asiatic",35.9888,4.58879
"IS14735","Afro-Asiatic",37.53,5.39111
"IS19016","Furan",23.6401,12.0455
"IS19685","Dravidian",80.7006,20.2384
"IS19847","Indo-European",78.9542,24.8982
"IS19953","Atlantic-Congo",-13.4482,13.8694
"IS20016","Atlantic-Congo",-14.4527,13.5269
"IS20064","Mande",-11.7178,13.1273
"IS21124","Nilotic",34.4896,-0.93296
"IS21126","Atlantic-Congo",34.1033,-0.95719
"IS21401","Atlantic-Congo",32.8108,-14.8047
"IS21425","Atlantic-Congo",35.5767,-16.2681
"IS21991","Dravidian",78.5936,19.6908
"IS22040","Dravidian",78.7024,16.4529
"IS22074","Indo-European",76.9717,16.5734
"IS22282","Atlantic-Congo",27.42009,-23.40552
"IS22291","Atlantic-Congo",27.42009,-23.40552
"IS22325","Khoe-Kwadi",23.998153,-19.180953
"IS22330","Atlantic-Congo",24.7587,-24.368
"IS22334","Khoe-Kwadi",21.9431,-22.2708
"IS22909","Nubian",30.2709,12.1554
"IS23048","Furan",23.6401,12.0455
"IS23100","Atlantic-Congo",34.6657,-5.12263
"IS23142","Atlantic-Congo",35.7255,-7.71572
"IS23166","Atlantic-Congo",35.4807,-6.35951
"IS23178","Pidgin",28.6923,-15.6067
"IS23601","Surmic",34.563102,8.216287
"IS23666","Atlantic-Congo",-15.835,13.213
"IS23669","Atlantic-Congo",-15.835,13.213
"IS24713","Atlantic-Congo",8.61443,9.73073
"IS24775","Afro-Asiatic",13.6437,10.8933
"IS25055","Atlantic-Congo",-1.35467,9.75577
"IS25702","Mande",-9.96404,14.0546
"IS25733","Mande",-9.96404,14.0546
"IS25848","Mande",-9.49151,13.1798
"IS26110","Afro-Asiatic",-2.41269,14.2038
"IS26198","Atlantic-Congo",0.06121,10.4575
"IS26224","Atlantic-Congo",0.56021,10.2839
"IS27146","Atlantic-Congo",33.1739,-20.1239
"IS27164","Sign Language",31.0216,-17.9128
"IS27287","Mande",-0.78772,13.7206
"IS27490","Mande",-3.58355,12.7178
"IS27587","Afro-Asiatic",14.9611,11.3555
"IS27599","Afro-Asiatic",14.6343,12.0551
"IS27855","Atlantic-Congo",31.8105,-23.5754
"IS29310","Atlantic-Congo",31.5,-26
"IS29407","Sign Language",27.50772,-29.36985
"IS29496","Atlantic-Congo",27.94815,-30.42311
"IS29798","Atlantic-Congo",31.621,-16.0167
"IS29870","Atlantic-Congo",27.401,-21.2887
"IS29911","Atlantic-Congo",27.4096,-20.2513
"IS30175","Atlantic-Congo",32.8052,-18.1927
"IS30205","Atlantic-Congo",33.1739,-20.1239
"IS30619","Central Sudanic",15,12.5
"IS30748","Afro-Asiatic",14.0964,11.0206
"IS31179","Atlantic-Congo",34.2829,1.05906
"IS31195","Atlantic-Congo",34.337012,1.280475
"IS31202","Atlantic-Congo",33.3942,0.40456
"IS31299","Atlantic-Congo",29.9122,-1.04387
"IS31533","Atlantic-Congo",31.0681,-2.97663
"IS31559","Atlantic-Congo",29.97,-2.94
"IS31852","Afro-Asiatic",45.6411,13.6555
"IS31861","Afro-Asiatic",45.6411,13.6555
"IS32050","Sign Language",44.200281,15.354531
"IS32092","Afro-Asiatic",48.6524,15.4468
"IS32454","Indo-European",85.3335,25.0915
"IS32569","Afro-Asiatic",43.6182,3.22288
"IS33173","Afro-Asiatic",14.188038,12.35762
"IS33178","Afro-Asiatic",14.44451,10.55798
"IS33209","Afro-Asiatic",14.4674,10.9078
"IS33261","Atlantic-Congo",14.8697,10.0144
"IS3443","Kadugli-Krongo",30.4128,10.6378
"IS3511","Dajuic",29.8053,11.1739
"IS3885","Sign Language",-8.00136,12.651
"IS4027","Indo-European",75.0656,27.002
"IS4285","Austroasiatic",77.5541,21.8358
"IS4726","Indo-European",71.0962,22.687
"IS4776","Indo-European",71.0962,22.687
"IS4821","Indo-European",73.187,22.306
"IS5106","Dravidian",79.2534,15.8787
"IS5622","Indo-European",76.9717,16.5734
"IS5720","Dravidian",86.46568,24.46442
"IS5867","Indo-European",79.239,21.797
"IS5910","Austroasiatic",83.4562,21.5721
"IS5972","Bookkeeping",80.9619,24.0622
"IS6094","Indo-European",78.9542,24.8982
"IS6154","Indo-European",84.6301,26.7251
"IS6193","Sign Language",79.6787,27.5186
"IS6413","Indo-European",74.2098,15.2732
"IS7277","Atlantic-Congo",10.58,8.001
"IS7314","Saharan",13.157959,11.852298
"IS7463","Atlantic-Congo",12.2439,9.60769
"IS7620","Atlantic-Congo",6.3731,9.0611
"IS7722","Atlantic-Congo",5.07897,11.8081
"IS7861","Atlantic-Congo",6.35806,8.48437
"IS7889","Mande",3.71771,10.5189
"IS7958","Mande",3.58651,11.5953
"IS9597","Pidgin",8.615,12.584
"IS9713","Unattested",35.63369,11.94153
"IS9911","Kadugli-Krongo",29.3463,11.0174
"PI533789","Nubian",30.6782,12.474
"PI533839","Sign Language",7.71578,11.06693
"PI533876","Pidgin",8.4331,11.989
"PI533882","Afro-Asiatic",9.32363,11.1701
"PI533985","Tamaic",22.69,14.16
"PI533991","Nilotic",32.6641,4.16379
"PI534079","Afro-Asiatic",10.11454,9.49679
"PI534088","Sign Language",7.71578,11.06693
"PI534092","Pidgin",8.4331,11.989
"PI534115","Surmic",34.563102,8.216287
"PI534127","Afro-Asiatic",37.7968,7.94883
"PI534128","Pidgin",38.7631,8.96543
"PI534133","Afro-Asiatic",39.543456,11.708182
"PI576359","Bookkeeping",79.6232,21.3532
"PI576364","Indo-European",77.144,31.016
"PI576366","Indo-European",82.4663,27.5907
"PI576390","Indo-European",75,18
"PI576425","Afro-Asiatic",42.1332,9.30485
"PI576435","Indo-European",75,18
"PI597950","Dravidian",87.2699,24.1217
"PI597964","Surmic",34.563102,8.216287
